"Id";"Designator";"Footprint";"Quantity";"Designation";"Supplier and ref";
1;"SW-18,SW26,SW24,SW-28,SW-21,SW22,SW6,SW-7,SW-8,SW-17,SW11,SW5,SW-5,SW3,SW-10,SW-14,SW-27,SW-12,SW21,SW-26,SW15,SW18,SW27,SW-19,SW-6,SW14,SW-16,SW2,SW28,SW1,SW-11,SW13,SW-29,SW-13,SW4,SW17,SW-22,SW25,SW-15,SW-23,SW8,SW16,SW-20,SW9,SW-9,SW-1,SW10,SW-24,SW-4,SW7,SW23,SW-2,SW12,SW-3,SW19,SW20";"SW_Cherry_MX_1.00u_PCB";56;"SW_Push";;;
2;"D9,D44,D3,D16,D1,D10,D32,D42,D28,D23,D43,D39,D53,D6,D38,D31,D52,D17,D36,D11,D40,D47,D20,D55,D46,D54,D19,D7,D5,D15,D34,D49,D18,D56,D58,D12,D21,D51,D37,D57,D45,D41,D33,D2,D29,D24,D22,D35,D26,D4,D14,D8,D27,D30,D25,D13,D50,D48";"D_DO-35_SOD27_P7.62mm_Horizontal";58;"1N4148";;;
3;"SW29,SW-25";"SW_Cherry_MX_2.00u_PCB";2;"SW_Push";;;
4;"J2,J1";"Jack_3.5mm_CUI_SJ1-3523N_Horizontal";2;"AudioJack3";;;
5;"U1,U2";"RaspberryPi_Pico_Common_THT";2;"Pico";;;
